,lat,lng,sentiment_total,sentiment_average
0,34.095286,-118.127014,7.718337166305917,0.07641917986441502
1,33.835292,-117.914503,10.052303391053396,0.029478895574936645
2,35.373292,-119.018711,7.318319213338746,0.04978448444448126
3,34.085286,-117.960897,3.4696798340548347,0.018755026130026133
4,33.881683,-118.117011,3.636805555555556,0.07737884160756502
5,37.871592,-122.272747,-0.9451319080225327,-0.00800959244086892
6,33.867514,-117.998117,18.58561958874459,0.05064201522818689
7,33.158092,-117.350594,3.8320312500000004,0.05109375000000001
8,33.831406,-118.282017,25.99361629689752,0.06402368546033872
9,32.640053,-117.084197,7.848322510822508,0.0360014794074427
10,36.825228,-119.702919,7.561487054612055,0.061475504509041094
11,33.89585,-118.220072,3.206041666666667,0.09160119047619049
12,33.641133,-117.918669,18.838737824675324,0.08262604309068125
13,37.687925,-122.470208,-4.391000603129505,-0.002223291444622534
14,32.794772,-116.962528,0.5654586038961039,0.005769985754041877
15,33.119208,-117.086422,0.8258630952380952,0.017953545548654245
16,36.746842,-119.772586,2.644847444222444,0.01862568622691862
17,33.870292,-117.925339,20.797380050505048,0.05212375952507531
18,33.773906,-117.941447,20.28940735479798,0.04017704426692669
19,34.142508,-118.255075,9.826525072150075,0.07018946480107197
20,33.916403,-118.352575,3.7543055555555553,0.12110663082437276
21,34.426389,-117.300878,3.1832859848484856,0.022417506935552715
22,33.660297,-117.999225,6.252976190476191,0.09332800284292822
23,33.720578,-116.215561,2.682857142857143,0.04706766917293233
24,33.961681,-118.353131,88.19320248280056,0.06503923486932195
25,33.683947,-117.794694,15.720745851370856,0.04706810135140975
26,33.853628,-118.133956,18.652000698953795,0.04844675506221765
27,34.686786,-118.154164,4.236104910714285,0.12836681547619047
28,33.768322,-118.195617,9.029411638708515,0.04470005761736889
29,34.052233,-118.243686,35.35980572089946,0.04646492210367866
30,33.618911,-117.928947,11.493727453102453,0.08641900340678536
31,33.902236,-118.081733,3.129909812409813,0.06019057331557332
32,37.804364,-122.271114,2.5069882894882896,0.009831326625444272
33,33.195869,-117.379483,3.16875,0.05658482142857143
34,34.063344,-117.650889,10.392364774981965,0.058713925282383984
35,33.787794,-117.853111,4.472550955988454,0.012186787346017585
36,34.579433,-118.116461,1.0694839015151514,0.02890497031122031
37,34.055228,-117.752306,16.422744352002162,0.0868928272592707
38,34.1064,-117.593108,14.800803064123379,0.08605118060536848
39,40.586539,-122.391675,-0.9273899711399711,-0.023184749278499277
40,37.485214,-122.236356,7.54105339105339,0.08473093697812799
41,34.1064,-117.370325,12.167965367965364,0.12290874109055923
42,37.935758,-122.34775,-1.3841098484848484,-0.024716247294372294
43,33.95335,-117.396156,0.3593749999999999,0.0073341836734693855
44,38.581572,-121.4944,8.552585466833513,0.048594235607008596
45,34.108344,-117.289764,10.18837481962482,0.16432862612298096
46,37.774931,-122.419417,-2.837811231737009,-0.0014146616309755778
47,37.339386,-121.894956,12.384401605339106,0.04391631774942945
48,37.724931,-122.156078,1.3616221278721277,0.008056935667882412
49,33.143372,-117.166144,3.00640625,0.04487173507462686
50,33.745572,-117.867833,7.0658522727272715,0.016243338557993727
51,34.420831,-119.698189,0.6433862433862433,0.011697931697931697
52,37.354108,-121.955236,9.322370580808084,0.02807942946026531
53,34.391664,-118.542586,-2.990416666666666,-0.024714187327823687
54,34.019453,-118.491192,86.50075072863183,0.07374318050181741
55,37.957703,-121.290781,3.4770833333333333,0.06439043209876544
56,37.368831,-122.03635,3.7894539141414136,0.01963447623907468
57,33.493639,-117.148364,1.4813541666666667,0.025988669590643276
58,33.83585,-118.340628,18.346736562049063,0.06156623007399015
59,33.74585,-117.826167,11.85336534992785,0.040873673620440865
60,34.536108,-117.291158,2.9609375,0.0822482638888889
61,33.200036,-117.242536,4.821019345238095,0.050747572055137836
62,34.068622,-117.938953,13.042605970418471,0.05573763235221569
63,33.751342,-117.993992,9.299514678030304,0.02735151375891266
